Transaction_ID,Date,Movement_Type,Batch_ID,Product_ID,Product_Name,Category,UOM,Warehouse_ID,Zone_ID,Aisle_ID,Bin_ID,Supplier_ID,Supplier_Name,Lead_Time_Days,Quantity_Sold,Opening_Stock,Unit_Cost_SGD,Unit_Price_SGD,Total_Revenue,Gross_Profit
TRX-100010,2024-01-11,OUTBOUND_SALES,BATCH-350,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,29,389,85.0,145.5,4219.5,1754.5
TRX-100011,2024-01-12,OUTBOUND_SALES,BATCH-189,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,63,284,85.0,145.5,9166.5,3811.5
TRX-100012,2024-01-13,OUTBOUND_SALES,BATCH-750,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,77,630,85.0,145.5,11203.5,4658.5
TRX-100013,2024-01-14,OUTBOUND_SALES,BATCH-364,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,86,545,85.0,145.5,12513.0,5203.0
TRX-100014,2024-01-15,OUTBOUND_SALES,BATCH-375,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,439,85.0,145.5,7566.0,3146.0
TRX-100015,2024-01-16,OUTBOUND_SALES,BATCH-634,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,63,355,85.0,145.5,9166.5,3811.5
TRX-100016,2024-01-17,OUTBOUND_SALES,BATCH-116,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,33,463,85.0,145.5,4801.5,1996.5
TRX-100017,2024-01-18,OUTBOUND_SALES,BATCH-952,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,61,743,85.0,145.5,8875.5,3690.5
TRX-100018,2024-01-19,OUTBOUND_SALES,BATCH-375,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,83,659,85.0,145.5,12076.5,5021.5
TRX-100019,2024-01-20,OUTBOUND_SALES,BATCH-593,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,83,577,85.0,145.5,12076.5,5021.5
TRX-100020,2024-01-21,OUTBOUND_SALES,BATCH-876,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,84,583,85.0,145.5,12222.0,5082.0
TRX-100021,2024-01-22,OUTBOUND_SALES,BATCH-948,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,49,387,85.0,145.5,7129.5,2964.5
TRX-100022,2024-01-23,OUTBOUND_SALES,BATCH-442,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,44,484,85.0,145.5,6402.0,2662.0
TRX-100023,2024-01-24,OUTBOUND_SALES,BATCH-251,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,29,365,85.0,145.5,4219.5,1754.5
TRX-100024,2024-01-25,OUTBOUND_SALES,BATCH-397,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,46,465,85.0,145.5,6693.0,2783.0
TRX-100025,2024-01-26,OUTBOUND_SALES,BATCH-583,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,81,762,85.0,145.5,11785.5,4900.5
TRX-100026,2024-01-27,OUTBOUND_SALES,BATCH-960,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,69,373,85.0,145.5,10039.5,4174.5
TRX-100027,2024-01-28,OUTBOUND_SALES,BATCH-384,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,61,760,85.0,145.5,8875.5,3690.5
TRX-100028,2024-01-29,OUTBOUND_SALES,BATCH-525,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,63,645,85.0,145.5,9166.5,3811.5
TRX-100029,2024-01-30,OUTBOUND_SALES,BATCH-761,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,63,786,85.0,145.5,9166.5,3811.5
TRX-100030,2024-01-31,OUTBOUND_SALES,BATCH-249,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,63,436,85.0,145.5,9166.5,3811.5
TRX-100031,2024-02-01,OUTBOUND_SALES,BATCH-309,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,34,341,85.0,145.5,4947.0,2057.0
TRX-100032,2024-02-02,OUTBOUND_SALES,BATCH-622,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,70,455,85.0,145.5,10185.0,4235.0
TRX-100033,2024-02-03,OUTBOUND_SALES,BATCH-350,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,89,592,85.0,145.5,12949.5,5384.5
TRX-100034,2024-02-04,OUTBOUND_SALES,BATCH-198,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,73,314,85.0,145.5,10621.5,4416.5
TRX-100035,2024-02-05,OUTBOUND_SALES,BATCH-822,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,51,317,85.0,145.5,7420.5,3085.5
TRX-100036,2024-02-06,OUTBOUND_SALES,BATCH-779,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,465,85.0,145.5,7566.0,3146.0
TRX-100037,2024-02-07,OUTBOUND_SALES,BATCH-929,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,42,406,85.0,145.5,6111.0,2541.0
TRX-100038,2024-02-08,OUTBOUND_SALES,BATCH-105,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,44,792,85.0,145.5,6402.0,2662.0
TRX-100039,2024-02-09,OUTBOUND_SALES,BATCH-137,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,80,748,85.0,145.5,11640.0,4840.0
TRX-100040,2024-02-10,OUTBOUND_SALES,BATCH-632,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,82,779,85.0,145.5,11931.0,4961.0
TRX-100041,2024-02-11,OUTBOUND_SALES,BATCH-858,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,91,265,85.0,145.5,13240.5,5505.5
TRX-100042,2024-02-12,OUTBOUND_SALES,BATCH-903,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,51,770,85.0,145.5,7420.5,3085.5
TRX-100043,2024-02-13,OUTBOUND_SALES,BATCH-309,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,47,749,85.0,145.5,6838.5,2843.5
TRX-100044,2024-02-14,OUTBOUND_SALES,BATCH-913,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,41,682,85.0,145.5,5965.5,2480.5
TRX-100045,2024-02-15,OUTBOUND_SALES,BATCH-196,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,30,417,85.0,145.5,4365.0,1815.0
TRX-100046,2024-02-16,OUTBOUND_SALES,BATCH-514,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,77,442,85.0,145.5,11203.5,4658.5
TRX-100047,2024-02-17,OUTBOUND_SALES,BATCH-928,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,69,714,85.0,145.5,10039.5,4174.5
TRX-100048,2024-02-18,OUTBOUND_SALES,BATCH-258,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,76,221,85.0,145.5,11058.0,4598.0
TRX-100049,2024-02-19,OUTBOUND_SALES,BATCH-347,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,240,85.0,145.5,7566.0,3146.0
TRX-100050,2024-02-20,OUTBOUND_SALES,BATCH-678,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,32,301,85.0,145.5,4656.0,1936.0
TRX-100051,2024-02-21,OUTBOUND_SALES,BATCH-478,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,28,753,85.0,145.5,4074.0,1694.0
TRX-100052,2024-02-22,OUTBOUND_SALES,BATCH-819,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,47,489,85.0,145.5,6838.5,2843.5
TRX-100053,2024-02-23,OUTBOUND_SALES,BATCH-460,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,69,382,85.0,145.5,10039.5,4174.5
TRX-100054,2024-02-24,OUTBOUND_SALES,BATCH-973,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,77,627,85.0,145.5,11203.5,4658.5
TRX-100055,2024-02-25,OUTBOUND_SALES,BATCH-754,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,67,529,85.0,145.5,9748.5,4053.5
TRX-100056,2024-02-26,OUTBOUND_SALES,BATCH-267,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,51,287,85.0,145.5,7420.5,3085.5
TRX-100057,2024-02-27,OUTBOUND_SALES,BATCH-596,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,48,522,85.0,145.5,6984.0,2904.0
TRX-100058,2024-02-28,OUTBOUND_SALES,BATCH-649,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,676,85.0,145.5,7566.0,3146.0
TRX-100059,2024-02-29,OUTBOUND_SALES,BATCH-742,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,58,394,85.0,145.5,8439.0,3509.0
TRX-100060,2024-03-01,OUTBOUND_SALES,BATCH-203,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,77,703,85.0,145.5,11203.5,4658.5
TRX-100061,2024-03-02,OUTBOUND_SALES,BATCH-998,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,85,592,85.0,145.5,12367.5,5142.5
TRX-100062,2024-03-03,OUTBOUND_SALES,BATCH-773,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,89,732,85.0,145.5,12949.5,5384.5
TRX-100063,2024-03-04,OUTBOUND_SALES,BATCH-834,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,50,496,85.0,145.5,7275.0,3025.0
TRX-100064,2024-03-05,OUTBOUND_SALES,BATCH-288,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,46,372,85.0,145.5,6693.0,2783.0
TRX-100065,2024-03-06,OUTBOUND_SALES,BATCH-379,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,47,436,85.0,145.5,6838.5,2843.5
TRX-100066,2024-03-07,OUTBOUND_SALES,BATCH-171,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,29,462,85.0,145.5,4219.5,1754.5
TRX-100067,2024-03-08,OUTBOUND_SALES,BATCH-879,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,73,446,85.0,145.5,10621.5,4416.5
TRX-100068,2024-03-09,OUTBOUND_SALES,BATCH-148,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,83,761,85.0,145.5,12076.5,5021.5
TRX-100069,2024-03-10,OUTBOUND_SALES,BATCH-420,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,78,757,85.0,145.5,11349.0,4719.0
TRX-100070,2024-03-11,OUTBOUND_SALES,BATCH-560,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,41,371,85.0,145.5,5965.5,2480.5
TRX-100071,2024-03-12,OUTBOUND_SALES,BATCH-228,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,43,418,85.0,145.5,6256.5,2601.5
TRX-100072,2024-03-13,OUTBOUND_SALES,BATCH-505,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,36,448,85.0,145.5,5238.0,2178.0
TRX-100073,2024-03-14,OUTBOUND_SALES,BATCH-531,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,54,374,85.0,145.5,7857.0,3267.0
TRX-100074,2024-03-15,OUTBOUND_SALES,BATCH-379,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,76,597,85.0,145.5,11058.0,4598.0
TRX-100075,2024-03-16,OUTBOUND_SALES,BATCH-332,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,84,331,85.0,145.5,12222.0,5082.0
TRX-100076,2024-03-17,OUTBOUND_SALES,BATCH-290,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,81,388,85.0,145.5,11785.5,4900.5
TRX-100077,2024-03-18,OUTBOUND_SALES,BATCH-698,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,30,689,85.0,145.5,4365.0,1815.0
TRX-100078,2024-03-19,OUTBOUND_SALES,BATCH-821,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,51,571,85.0,145.5,7420.5,3085.5
TRX-100079,2024-03-20,OUTBOUND_SALES,BATCH-896,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,38,424,85.0,145.5,5529.0,2299.0
TRX-100080,2024-03-21,OUTBOUND_SALES,BATCH-191,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,52,779,85.0,145.5,7566.0,3146.0
TRX-100081,2024-03-22,OUTBOUND_SALES,BATCH-143,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,72,319,85.0,145.5,10476.0,4356.0
TRX-100082,2024-03-23,OUTBOUND_SALES,BATCH-894,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,94,398,85.0,145.5,13677.0,5687.0
TRX-100083,2024-03-24,OUTBOUND_SALES,BATCH-889,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,84,596,85.0,145.5,12222.0,5082.0
TRX-100084,2024-03-25,OUTBOUND_SALES,BATCH-270,SKU-7782-X,Industrial Hydraulic Filter v2,Heavy_Machinery_Parts,EA,WH-SG-JURONG-01,Z-FAST-MOVING,A-04,B-12-L2,SUP-BOSCH-DE,Bosch Rexroth AG,14,42,560,85.0,145.5,6111.0,2541.0
